Subj,Num,Section,Prof_Last,Prof_First,ISBN,Libgen_link
HRMN,2820,05,SELL,DEBORAH,0134295250,-1
HRMN,3820,ALL,TBA,TBA,0134005449,-1
HRMN,3830,01,REED,MELANIE,0176570314,-1
HRMN,3840,01,TBA,TBA,-2,-1
HRMN,4830,01,RANKIN,SCOTT,0176657169,-1
HRMN,4840,01,TENER,CHARMAINE,0176570292,-1
HRMN,4890,01,DUFF,ANGUS,1578511364,http://gen.lib.rus.ec/get.php?md5=07657FECFF4096D8EF556702AB1F8B59
HUMS,1770,01,MORE,JEFF,-2,-1
HUMS,2120,01,ANDERBERG,MARIAN,0176515437,-1
HUMS,2500,01,BRUCE,VICKI,-1,-1
HUMS,3570,01,OUSPENSKI,ANDREI,019901180X,-1
IBUS,3510,01,CLARK,PAUL,1259706435,-1
IBUS,3510,02,JAP,WARVENI,1259706435,-1
IBUS,3510,03,KIMIAGARI,SALMAN,1259706435,-1
IBUS,3510,04,CLARK,PAUL,1259706435,-1
IBUS,3530,01,KIMIAGARI,SALMAN,0749469544,-1
IBUS,4540,01,MOHIUDDIN,MUHAMMAD,-2,-1
IBUS,4540,02,TBA,TBA,-2,-1
IBUS,4570,01,KIMIAGARI,SALMAN,0134376048,-1
IDIS,3000,01,PENNYLIGHT,TRACY,-2,-1
IIME,1010,01,TBA,TBA,-2,-1
IIME,3000,01,TINSLEY,MAX,-2,-1
IIME,4000,01,TBA,TBA,-2,-1
JAPA,1210,ALL,TBA,TBA,4789014401,http://gen.lib.rus.ec/get.php?md5=0812376EA0CE91477B8058732371C30C
JOUR,2060,ALL,STERRITT,ANGELA,-2,-1
JOUR,2210,01,THOMPSON,SHAWN,1138101362,-1
JOUR,3110,01,THOMPSON,SHAWN,1780671644,http://gen.lib.rus.ec/get.php?md5=25FDFEBD048BA117EACDD4786CB6C91A
JOUR,3550,01,CHIANG,ANGIE,0132154803,-1
JOUR,3700,01,THOMPSON,SHAWN,0779866916,-1
JUST,1310,01,STOTHERSDAWSON,KAREN,0176529209,-1
JUST,2350,01,STOTHERSDAWSON,KAREN,0176531696,-1
KALS,KALS,01,RATSOY,GINNY,-2,-1
LAWF,3020,ALL,KAMPHUIS,CHARIS,-1,-1
LAWF,3090,01,BOROWICZ,FRANK,-2,-1
LAWF,3100,01,FESTINGER,JON,-2,-1
LAWF,3420,01,MARSDEN,SARAH,-2,-1
LAWF,3460,01,MORSE,BRADFORD,-2,-1
LAWF,3470,01,DAGNE,TESHAGER,-2,-1
LAWF,3480,01,FESTINGER,JON,-2,-1
LAWF,3500,01,MURRAY,TED,-2,-1
LAWF,3550,01,MEYERS,JEFFREY,019966983X,-1
LAWF,3600,01,TBA,TBA,1552396541,-1
LAWF,3640,01,BUTLER,RICHARD,0433477725,-1
LAWF,3660,01,DHAND,RUBY,0433490314,-1
LAWF,3680,01,MARSDEN,SARAH,1552395677,-1
LAWF,3720,ALL,PILLIAR,ANDREW,1552396460,-1
LAWF,3780,01,SYKES,KATIE,1772552178,-1
LAWF,3780,02,SYKES,KATIE,1552212319,-1
LAWF,3800,01,SINGER,SAM,1772552178,-1
LAWF,3820,01,PAUL,DAVID,1553223330,-1
LAWF,3840,01,OVENS,ANGELA,-2,-1
LAWF,3870,ALL,TBA,TBA,-2,-1
LAWF,3910,ALL,PILLIAR,ANDREW,1552396789,-1
LAWF,3920,01,HUNT,CHRISTOPHER,1552396800,-1
LEGA,1010,01,STORY,WANDA,-2,-1
LEGA,1020,01,STORY,WANDA,-2,-1
LEGA,1030,01,STORY,WANDA,-2,-1
LEGA,1040,01,STORY,WANDA,-2,-1
LEGA,1050,01,STORY,WANDA,-2,-1
LEGA,1060,01,STORY,WANDA,1897047037,-1
LEGA,1070,01,STORY,WANDA,-2,-1
LEGA,1080,01,STORY,WANDA,0993879810,-1
LEGA,1090,01,STORY,WANDA,-2,-1
LEGA,1100,01,STORY,WANDA,-2,-1
LEGA,1110,01,STORY,WANDA,-2,-1
LING,2020,01,DOMINIK,ANNETTE,013404679X,-1
MATH,0400,ALL,TAMBLYN,KIM,0133920070,-1
MATH,0410,ALL,FITZPATRICK,MARVYN,0321922999,-1
MATH,0510,ALL,KNOWLES,DOUG,0321925025,-1
MATH,0600,01,TBA,TBA,0321926242,-1
MATH,0600,02,BARRIE,KEVIN,0321926242,-1
MATH,0600,03,MAZUR-ORANIEWICZ,IZ,0321926242,-1
MATH,0600,04,TBA,TBA,0321926242,-1
MATH,0610,01,TBA,TBA,0321931041,http://gen.lib.rus.ec/get.php?md5=58AF8976226DE48C7EFCFF42F47627B6
MATH,0610,02,MOSHENKO,KIM,-1,-1
MATH,0610,03,MAZUR-ORANIEWICZ,IZ,0321931041,http://gen.lib.rus.ec/get.php?md5=58AF8976226DE48C7EFCFF42F47627B6
MATH,0630,01,MOSHENKO,KIM,-1,-1
MATH,0650,01,MAZUR-ORANIEWICZ,IZ,1926979001,-1
MATH,1000,01,TBA,TBA,1305253612,-1
MATH,1070,ALL,TBA,TBA,0321645308,http://gen.lib.rus.ec/get.php?md5=6930B58B70386B11813460F7B797BC9F
MATH,1140,01,TBA,TBA,0321954327,-1
MATH,1140,02,STEFAN,ADRIANA,0321954327,-1
MATH,1140,03,TBA,TBA,0321954327,-1
MATH,1170,ALL,TBA,TBA,0321715160,-1
MATH,1230,01,TOMKINS,DAVID,0321965175,-1
MATH,1240,ALL,TBA,TBA,0321965175,-1
MATH,1250,ALL,ROBINSON,LESLEY,-2,-1
MATH,1380,01,TBA,TBA,0176765093,-1
MATH,1640,01,TBA,TBA,0133523667,-1
MATH,1650,01,TBA,TBA,0176765093,-1
MATH,1700,01,BREWSTER,RICHARD,1111652228,-1
MATH,1700,02,RAHMATI,SAEED,1111652228,-1
MATH,1900,01,FELDBERG,SUZANNE,1464193711,-1
MATH,2120,01,MAHMOUD,FATMA,1285841956,-1
MATH,2200,01,SORGE,JOSHUA,0321892534,-1
MATH,2240,01,TAWHID,MOHAMED,1305965795,-1
MATH,3080,01,SMOCZYNSKI,PETER,0136020585,http://gen.lib.rus.ec/get.php?md5=80E27371FB5B7C7213E3343BE3833124
MATH,3170,01,CROFOOT,BRUCE,1305266641,-1
MATH,4430,01,MCGUINNESS,SEAN,-2,-1
MATH,4990,01,TBA,TBA,-2,-1
MIST,2610,ALL,IDZIKOWSKI,ANDREW,0134647890,-1
MIST,3620,01,TBA,TBA,-2,-1
MIST,4610,01,IDZIKOWSKI,ANDREW,-2,-1
MKTG,2430,01,CLARK,PAUL,0134470524,-1
MKTG,2430,02,VANDYK,SHEENA,1259030709,-1
MKTG,2430,03,TBA,TBA,0134470524,-1
MKTG,2430,04,VANDYK,SHEENA,1259030709,-1
MKTG,2430,05,TBA,TBA,0134470524,-1
MKTG,2430,06,VISKOVICH,JULIO,0134470524,-1
MKTG,3430,ALL,TBA,TBA,0134470524,-1
MKTG,3450,ALL,VANDYK,SHEENA,0133984060,-1
MKTG,3470,ALL,TBA,TBA,-2,-1
MKTG,3480,ALL,LIEN,ERIC,1119044944,-1
MKTG,4400,01,VANDYK,SHEENA,1138951722,-1
MKTG,4410,01,LIEN,ERIC,-2,-1
MKTG,4420,01,JAP,WARVENI,0132664259,http://gen.lib.rus.ec/get.php?md5=4F1F1055B4F98FC12F05F3FE55A72FEC
MKTG,4422,01,VISKOVICH,JULIO,-2,-1
MKTG,4430,01,VANDYK,SHEENA,1259269205,-1
MKTG,4450,01,VISKOVICH,JULIO,-2,-1
MKTG,4460,01,CURRIE,RUSSELL,-2,-1
MKTG,4470,01,JAP,WARVENI,1259305708,-1
MKTG,4490,01,CLARK,PAUL,-2,-1
MLWT,1500,01,TBA,TBA,-1,-1
MLWT,2000,01,TBA,TBA,-2,-1
MLWT,4000,01,BURTON,CARL,-1,-1
MNGT,1710,ALL,WARREN,BERNIE,-2,-1
MNGT,3710,ALL,GRAY,ADINA,1259087549,-1
MNGT,4710,01,WARREN,BERNIE,-2,-1
MNGT,4720,01,WEGNER,ALISON,1259087638,-1
MNGT,4740,01,TBA,TBA,-2,-1
MNGT,4780,01,KIRKEY,BERNIE,-2,-1
MNGT,4780,02,KIRKEY,BERNIE,-2,-1
MNGT,4780,03,HEWINS,KEVIN,1305502205,-1
MNGT,4780,04,CLARK,PAUL,-2,-1
NRSC,2100,01,KARAKATSOULIS,JOHN,-2,-1
NRSC,2110,01,BLENNER-HASSETT,TREVOR,-2,-1
NRSC,2230,01,HILL,DAVID,1589483820,-1
NRSC,3000,01,LARSEN,KARL,0772654484,-1
NRSC,4050,01,LARSEN,KARL,019505928X,-1
NURS,1830,ALL,SEIBEL,MICHELLE,0134376307,-1
NURS,1840,ALL,FORD,LAURA,1926648706,-1
NURS,3500,ALL,TBA,TBA,1496339983,-1
NURS,3600,ALL,WATERS,NICOLA,160547729X,http://gen.lib.rus.ec/get.php?md5=4EFE18D4E6B5BFC7EFA2C43AE6BCD1DC
ORGB,2810,01,TUCKER,AMY,-2,-1
ORGB,2810,02,ZADEH,FARIMAHHAKEM,0133951626,-1
ORGB,2810,03,TUCKER,AMY,-2,-1
ORGB,2810,04,TBA,TBA,0133951626,-1
ORGB,2810,05,BARRAGAN,SALVADOR,0133951626,-1
ORGB,2810,06,TUCKER,AMY,-2,-1
ORGB,3770,01,TUCKER,AMY,0070465134,-1
ORGB,3810,01,BARRAGAN,SALVADOR,017653220X,-1
ORGB,4870,01,HEWINS,KEVIN,0073530530,-1
PHED,1000,01,TBA,TBA,-2,-1
PHED,2110,01,SOBERLAK,PETER,0078095778,-1
PHED,2130,01,SOBERLAK,PETER,-2,-1
PHED,2150,01,TBA,TBA,-2,-1
PHED,3840,01,TBA,TBA,-2,-1
PHIL,1020,01,BAUGH,BRUCE,-2,-1
PHIL,1100,01,TAPLEY,ROBIN,1405124784,-1
PHIL,1110,01,MCLAUGHLIN,JEFF,155481216X,-1
PHIL,1110,02,WOODROW,JENNIFER,155481216X,-1
PHIL,1110,03,WOODROW,JENNIFER,155481216X,-1
PHIL,2310,01,TBA,TBA,-2,-1
PHIL,3750,01,BAUGH,BRUCE,1554811406,-1
PHIL,4910,01,WOODROW,JENNIFER,041590451X,http://gen.lib.rus.ec/get.php?md5=10BEA9F351400E1F3501DBB27CEB4B52
PHIL,4920,01,TAPLEY,ROBIN,-2,-1
PHYS,0500,ALL,HNEEDA,ALLAN,-1,-1
PHYS,0600,ALL,BARRIE,KEVIN,111865188X,-1
PHYS,1200,ALL,TBA,TBA,-1,-1
PHYS,1250,01,TSUI,ERNEST,1305116399,-1
PHYS,1610,01,BISSONNETTE,DAN,-1,-1
PHYS,2200,01,TSUI,ERNEST,0534494927,http://gen.lib.rus.ec/get.php?md5=7EAD9113B66D886D0E82589EA470FA71
PHYS,2250,01,PAETKAU,MARK,0321856562,http://gen.lib.rus.ec/get.php?md5=67E64BA73C796EF926D7369FD1901488
PHYS,3100,01,FORTIER,NORMAND,-2,-1
PHYS,3150,01,PAETKAU,MARK,-2,-1
PHYS,3200,01,PAETKAU,MARK,189138922X,http://gen.lib.rus.ec/get.php?md5=C69A7A99A150E064FF2FCFCE3F1CC3A4
PLUM,1010,01,BARRINGER,PAT,0920855202,-1
PLUM,2000,01,PFAFF,CHRISTOPHER,-1,-1
PLUM,3000,01,PFAFF,CHRISTOPHER,-1,-1
PLUM,4000,01,PFAFF,CHRISTOPHER,-1,-1
POLI,1110,ALL,KADING,TERRY,0176582959,-1
POLI,1210,ALL,COOK,DEREK,0915144867,http://gen.lib.rus.ec/get.php?md5=F4B48E574FB984624FB580A1993E389B
POLI,2250,01,HANLON,ROBERT,0199002495,-1
POLI,2600,01,COOK,DEREK,0717800989,-1
POLI,3030,01,KADING,TERRY,144263541X,-1
POLI,3070,01,GRAY,NADINE,0226020452,http://gen.lib.rus.ec/get.php?md5=E55A761DA1B7AD88F52CEFCF47FA8560
POLI,3640,01,COOK,DEREK,0300121059,http://gen.lib.rus.ec/get.php?md5=222E59F6FCD3973CE62088FE516E9BD1
POLI,3900,01,HANLON,ROBERT,0307947904,-1
POLI,4710,01,BELL,WILSON,0521786800,-1
POLI,4900,01,HANLON,ROBERT,0199860149,http://gen.lib.rus.ec/get.php?md5=197824D0CA39582B233E064C37CEFA3F
PSYC,1110,01,KOLARIC,GISELLE,0205968554,-1
PSYC,1110,02,TBA,TBA,0205968554,-1
PSYC,1110,03,KARL,JENNI,0205968554,-1
PSYC,1110,04,KOLARIC,GISELLE,0205968554,-1
PSYC,1210,ALL,TBA,TBA,0133992918,-1
PSYC,2050,01,MONTOYA,CHRIS,0134405021,-1
PSYC,2100,01,KOLARIC,GISELLE,-2,-1
PSYC,2110,01,WEISGERBER,DENISE,1259088464,-1
PSYC,2120,01,KOLARIC,GISELLE,013441537X,-1
PSYC,2230,ALL,KAMPMAN,JACQUELINE,0134840682,-1
PSYC,2300,01,WEISGERBER,DENISE,0134046706,-1
PSYC,3000,90,ORTNER,CATHERINE,0176657185,-1
PSYC,3150,01,KAMPMAN,JACQUELINE,0205854362,-1
PSYC,3200,01,WELCH,PATRICK,-2,-1
PSYC,3230,01,WOLOSZYN,MICHAEL,-2,-1
PSYC,3550,01,WOLOSZYN,MICHAEL,-2,-1
PSYC,3580,01,KARL,JENNI,1605352306,-1
RCAR,2000,01,TBA,TBA,-1,-1
RESP,1680,01,MOSS,RANDY,0323341365,http://gen.lib.rus.ec/get.php?md5=F562752B3F7646E83D9CF470CB137495
RESP,2510,01,MUELLER,LINDA,0323299687,-1
RESP,2630,01,MATTHEWS,LES,-1,-1
RESP,2650,01,LEMPHERS,MIKE,0323320090,-1
RESP,2660,01,LADD,AARON,-1,-1
RESP,2710,01,NOYES,HEATHER,0323341365,http://gen.lib.rus.ec/get.php?md5=F562752B3F7646E83D9CF470CB137495
SCMN,3320,ALL,TBA,TBA,-2,-1
SCMN,3330,01,SOUTHIN,NANCY,-2,-1
SCMN,4390,01,SOUTHIN,NANCY,-2,-1
SOCI,1110,01,MCGIVERN,RON,-2,-1
SOCI,1110,02,DOROGI,DANIEL,013466938X,-1
SOCI,1110,03,FAULKNER,ELLEN,-2,-1
SOCI,1110,04,MCGIVERN,RON,-2,-1
SOCI,1210,01,DOROGI,DANIEL,013466938X,-1
SOCI,1210,02,MCGIVERN,RON,-2,-1
SOCI,1210,03,FAROUGH,DAWN,1465436502,http://gen.lib.rus.ec/get.php?md5=4298E7B6C7ECB0A4A1E2402EEFAEFE41
SOCI,1210,04,MCGIVERN,RON,-2,-1
SOCI,2010,ALL,SMITHWICK,NEAL,0133761789,-1
SOCI,2100,01,DOROGI,DANIEL,0176675248,-1
SOCI,2500,01,FAULKNER,ELLEN,0176582940,-1
SOCI,3220,01,SANCHEZ,MONICA,020545965X,-1
SOCI,3620,01,SMITHWICK,NEAL,1552664651,-1
SOCI,3820,01,FAULKNER,ELLEN,0134202139,-1
SOCI,4700,01,FAULKNER,ELLEN,1552667340,-1
SOCW,2120,01,ANDERBERG,MARIAN,0176515437,-1
SOCW,3000,01,KONDRASHOV,SASHA,0199011060,-1
SOCW,3010,01,STRAKA,SILVIA,1847428150,-1
SOCW,3540,01,MORE,JEFF,0176696563,-1
SOCW,3570,01,MURPHY,JENNIFER,1552666573,-1
SOCW,3590,01,WEST,JULIANA,0595306969,-1
SOCW,4020,01,CLARK,NATALIE,-2,-1
SOCW,4300,01,McNEIL,JEFFERY,0231127294,http://gen.lib.rus.ec/get.php?md5=698654D4DE863F937FEA50571DFD8C0A
SOCW,4540,01,McNEIL,JEFFERY,1551307324,-1
SOCW,4550,01,NIKKU,BALA,-2,-1
SOCW,4600,01,JEYAPAL,DAPHNE,-2,-1
SOCW,4600,02,JEYAPAL,DAPHNE,-2,-1
SOCW,4600,03,CLARK,NATALIE,1556436300,-1
SOCW,4650,01,AUSTIN,LORRY-ANN,0195444922,-1
SOCW,4760,01,SANFORD,REBECCA,-2,-1
SPAN,1110,01,FISCHER,JOSEY,0176781889,-1
SPAN,1210,ALL,FISCHER,JOSEY,0176781889,-1
SPEE,2500,01,VERWEY,HEIDI,-2,-1
STAT,1200,01,TOMKINS,DAVID,-2,-1
STAT,1200,02,TBA,TBA,-2,-1
STAT,1200,03,ROLLANS,SHANE,0321976657,-1
STAT,1200,04,ROLLANS,SHANE,0321976657,-1
STAT,2000,01,SHAIKH,MATEEN,0321976657,-1
STAT,3060,01,SHI,XIAOPING,0470542810,http://gen.lib.rus.ec/get.php?md5=801CF5D2E242A49529EC50A61542FD54
STAT,4310,01,ROLLANS,SHANE,0521762936,http://gen.lib.rus.ec/get.php?md5=0B5927DCB12D5E703DBB26203BBA81AD
STSS,0500,01,TAMBLYN,KIM,0134033590,-1
THTR,1200,01,ECCLESTON,WESLEY,125944001X,-1
THTR,2210,01,NICHOL,ROBIN,0822229994,-1
THTR,2220,01,HATT,.TRAVIS,1138183776,-1
THTR,3610,01,ECCLESTON,WESLEY,-2,-1
THTR,4610,01,VERWEY,HEIDI,080214442X,-1
TMGT,1110,01,HOOD,ROBERT,0134484487,-1
TMGT,1150,01,CARTER,DAVID,017644047X,-1
TMGT,1150,02,CARTER,DAVID,017644047X,-1
TMGT,1150,03,TBA,TBA,-2,-1
TMGT,2010,01,DUMOUCHEL,LIAN,-2,-1
TMGT,2590,01,CHOMITZ,JUDITH,0176703470,-1
TMGT,3020,01,HULL,JOHN,1138016292,-1
TMGT,4030,01,HULL,JOHN,0750666617,http://gen.lib.rus.ec/get.php?md5=5AC58259B22ECE30AAF296969D43A95B
TMGT,4220,01,RICHINS,HAROLD,-2,-1
TTME,4000,01,TBA,TBA,-2,-1
VISA,1120,01,BENNETT,LLOYD,0133878295,-1
VISA,2720,01,LEIER,EILEEN,-2,-1
VISA,3740,01,LEIER,EILEEN,0415730953,-1
WELD,2500,ALL,TBA,TBA,-1,-1
WELD,3000,01,TBA,TBA,-1,-1
WELD,4000,01,TBA,TBA,-1,-1
XDRV,0630,01,WEISBECK,MARIE,-1,-1
