id, ap_id, mac, bytes_used, avg_signal_quality, ssid, vlan, radio_mode, ap_radio_index, ap_radio_description, connect_time, disconnect_time, ht_mode, security_mode, authen_subtype, cipher, authen_type, interface_index, ap_folder_id, is_guest_user, from_snmp_trap, aruba_retry_rate, aruba_low_speed_rate, aruba_non_unicast_rate, aruba_fragmentation_rate, aruba_retry_error_rate, aruba_receive_error_rate, forward_mode, aruba_device_type, tunneled_device_id, average_bandwidth, avg_goodput, avg_speed, search_mac, lan_ips, lan_hostnames, from_snmp_poll, from_amon, bytes_in, bytes_out, avg_signal
23571,191,90:60:F1:52:AD:6D,4290000,19,eduroam,12,a,2,802.11ac,1495349646,1495350246,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,114400,0,0,9060F152AD6D,10.50.87.20,-,1,0,3703200,586800,-76.99661017
23572,192,90:60:F1:52:AD:6D,0,\N,eduroam,12,a,2,802.11ac,1495350246,1495350546,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,\N,\N,\N,\N,\N,\N,0,iPhone,\N,0,0,0,9060F152AD6D,10.50.87.20,-,1,0,0,0,\N
23573,201,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495350246,1495350546,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23574,191,90:60:F1:52:AD:6D,0,38,eduroam,12,a,2,802.11ac,1495350546,1495350847,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,0,0,0,9060F152AD6D,10.50.87.20,-,1,0,0,0,-58
23575,190,98:5F:D3:3B:56:49,0,32,eduroam,12,a,2,802.11ac,1495350847,1495351147,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-64
23576,201,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495351447,1495351747,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-62
23577,201,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495352048,1495352348,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-62
23578,201,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495352648,1495352949,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23579,193,00:56:CD:35:AF:B8,0,\N,eduroam,12,a,2,802.11ac,1495352949,1495353249,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,\N,\N,\N,\N,\N,\N,0,iPhone,\N,0,0,0,0056CD35AFB8,10.50.11.113,-,1,0,0,0,\N
23580,190,98:5F:D3:3B:56:49,0,32,eduroam,12,a,2,802.11ac,1495353249,1495353549,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-64
23581,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495353849,1495354150,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-61
23582,201,98:5F:D3:3B:56:49,0,\N,eduroam,12,a,2,802.11ac,1495354450,1495354750,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,\N
23583,190,CC:44:63:7E:6C:8D,0,\N,eduroam,12,a,2,802.11ac,1495354450,1495354750,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPad,\N,0,0,0,CC44637E6C8D,10.50.245.48,-,1,0,0,0,\N
23584,193,90:60:F1:52:AD:6D,160500,\N,eduroam,12,a,2,802.11ac,1495352949,1495355050,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,713,0,0,9060F152AD6D,10.50.87.20,-,1,0,101700,58800,-64.35777778
23585,201,98:5F:D3:3B:56:49,0,\N,eduroam,12,a,2,802.11ac,1495355050,1495355350,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,\N
23586,190,CC:44:63:7E:6C:8D,0,\N,eduroam,12,a,2,802.11ac,1495355350,1495355651,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,\N,\N,\N,\N,\N,\N,0,iPad,\N,0,0,0,CC44637E6C8D,10.50.245.48,-,1,0,0,0,\N
23587,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495355651,1495355951,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-41
23588,201,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495356251,1495356551,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23589,190,CC:44:63:7E:6C:8D,0,0,eduroam,12,a,2,802.11ac,1495356251,1495356551,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,\N,\N,\N,\N,\N,\N,0,iPad,\N,0,0,0,CC44637E6C8D,10.50.245.48,-,1,0,0,0,-89
23590,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495356852,1495357152,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-61
23591,201,98:5F:D3:3B:56:49,0,32,eduroam,12,a,2,802.11ac,1495357452,1495357753,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-64
23592,190,98:5F:D3:3B:56:49,0,28,eduroam,12,a,2,802.11ac,1495358053,1495358353,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-68
23593,201,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495358653,1495358954,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23594,201,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495359254,1495359554,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-62
23595,190,98:5F:D3:3B:56:49,0,30,eduroam,12,a,2,802.11ac,1495359854,1495360155,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-59
23596,205,E8:50:8B:70:2B:B1,0,6,eduroam,12,a,2,802.11ac,1495359254,1495360455,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,Android,\N,0,0,0,E8508B702BB1,10.50.7.43,-,1,0,0,0,-89
23597,205,E4:CE:8F:62:A1:30,46500,46,tru,7,a,2,802.11ac,1495269174,1495360755,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,,\N,4,0,0,E4CE8F62A130,10.20.191.207,-,1,0,0,46500,-44.57439693
23598,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495360455,1495360755,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-61
23599,193,00:56:CD:35:AF:B8,83100,34,eduroam,12,a,2,802.11ac,1495356251,1495361101,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,148,0,0,0056CD35AFB8,10.50.11.113,-,1,0,51000,32100,-58.55504801
23600,205,7C:C3:A1:B1:23:ED,600,20,eduroam,12,a,2,802.11ac,1495355050,1495361673,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,,\N,1,0,0,7CC3A1B123ED,10.50.237.238,-,1,0,600,0,-70.60784314
23601,192,00:56:CD:35:AF:B8,0,26,eduroam,12,a,2,802.11ac,1495361101,1495361673,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,0,0,0,0056CD35AFB8,10.50.11.113,-,1,0,0,0,-70
23602,190,98:5F:D3:3B:56:49,0,30,eduroam,12,a,2,802.11ac,1495361101,1495361673,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-60
23603,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495363054,1495363399,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-41
23604,201,98:5F:D3:3B:56:49,0,\N,eduroam,12,a,2,802.11ac,1495363399,1495363745,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,\N
23605,190,CC:44:63:7E:6C:8D,0,\N,eduroam,12,a,2,802.11ac,1495363745,1495364045,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,\N,\N,\N,\N,\N,\N,0,iPad,\N,0,0,0,CC44637E6C8D,10.50.245.48,-,1,0,0,0,\N
23606,201,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495364045,1495364375,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23607,201,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495364676,1495364976,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23608,190,CC:44:63:7E:6C:8D,0,35,eduroam,12,a,2,802.11ac,1495364676,1495364976,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPad,\N,0,0,0,CC44637E6C8D,10.50.245.48,-,1,0,0,0,-61
23609,201,98:5F:D3:3B:56:49,0,32,eduroam,12,a,2,802.11ac,1495365276,1495365577,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-64
23610,190,CC:44:63:7E:6C:8D,0,0,eduroam,12,a,2,802.11ac,1495365577,1495365878,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,\N,\N,\N,\N,\N,\N,0,iPad,\N,0,0,0,CC44637E6C8D,10.50.245.48,-,1,0,0,0,-96
23611,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495365878,1495366178,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-61
23612,201,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495366479,1495366779,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-62
23613,193,00:56:CD:35:AF:B8,196500,40,eduroam,12,a,2,802.11ac,1495361673,1495367079,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,308,0,0,0056CD35AFB8,10.50.11.113,-,1,0,114900,81600,-48.56848329
23614,201,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495367079,1495367380,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23615,192,00:56:CD:35:AF:B8,0,\N,eduroam,12,a,2,802.11ac,1495367079,1495367380,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,0,0,0,0056CD35AFB8,10.50.11.113,-,1,0,0,0,\N
23617,201,98:5F:D3:3B:56:49,0,\N,eduroam,12,a,2,802.11ac,1495367680,1495367980,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,\N
23616,195,7C:C3:A1:B1:23:ED,15000,49,eduroam,12,a,2,802.11ac,1495361673,1495367980,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,1,0,0,0,0,0,0,0,0,0,,\N,20,0,0,7CC3A1B123ED,10.50.237.238,-,1,0,600,14400,-46.24799819
23618,192,E4:CE:8F:62:A1:30,0,23,tru,7,a,2,802.11ac,1495360755,1495367980,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,,\N,0,0,0,E4CE8F62A130,10.20.191.207,-,1,0,0,0,-71.16054913
23619,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495368281,1495368581,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-61
23620,201,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495368881,1495369181,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23621,201,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495369482,1495369783,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-62
23622,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495370083,1495370383,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-61
23623,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495370684,1495370984,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-54
23624,190,88:63:DF:95:74:85,878700,35,tru,7,a,2,802.11ac,1495337635,1495371585,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,OS X,\N,209,0,0,8863DF957485,10.20.150.214,-,1,0,12300,866400,-57.07076316
23625,190,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495371284,1495371585,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-62
23626,193,00:56:CD:35:AF:B8,129000,35,eduroam,12,a,2,802.11ac,1495367380,1495372186,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,229,0,0,0056CD35AFB8,10.50.11.113,-,1,0,95100,33900,-55.97479167
23627,194,88:63:DF:95:74:85,6900,46,tru,7,g,1,802.11bgn,1495371585,1495372186,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,OS X,\N,184,0,0,8863DF957485,10.20.150.214,-,1,0,300,6600,-49.002
23628,190,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495371886,1495372186,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-55
23629,192,00:56:CD:35:AF:B8,0,\N,eduroam,12,a,2,802.11ac,1495372186,1495372486,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,\N,\N,\N,\N,\N,\N,0,iPhone,\N,0,0,0,0056CD35AFB8,10.50.11.113,-,1,0,0,0,\N
23630,201,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495372486,1495372787,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-62
23631,190,88:63:DF:95:74:85,5400,36,tru,7,a,2,802.11ac,1495372186,1495372787,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,OS X,\N,144,0,0,8863DF957485,10.20.150.214,-,1,0,0,5400,-59.64971751
23632,201,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495373087,1495373388,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23633,190,CC:44:63:7E:6C:8D,0,\N,eduroam,12,a,2,802.11ac,1495373087,1495373388,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPad,\N,0,0,0,CC44637E6C8D,10.50.245.48,-,1,0,0,0,\N
23634,203,E4:FA:ED:32:E0:87,0,\N,eduroam,12,a,2,802.11ac,1495373688,1495373989,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,Android,\N,0,0,0,E4FAED32E087,10.50.11.171,-,1,0,0,0,\N
23635,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495373688,1495373989,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-54
23636,194,E4:FA:ED:32:E0:87,0,\N,eduroam,12,a,2,802.11ac,1495373989,1495374289,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,Android,\N,0,0,0,E4FAED32E087,10.50.11.171,-,1,0,0,0,\N
23637,190,CC:44:63:7E:6C:8D,0,0,eduroam,12,a,2,802.11ac,1495373989,1495374289,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,\N,\N,\N,\N,\N,\N,0,iPad,\N,0,0,0,CC44637E6C8D,10.50.245.48,-,1,0,0,0,-96
23638,201,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495374289,1495374590,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-62
23639,205,7C:C3:A1:B1:23:ED,600,20,eduroam,12,a,2,802.11ac,1495367980,1495374590,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,,\N,1,0,0,7CC3A1B123ED,10.50.237.238,-,1,0,600,0,-67.77334343
23640,190,CC:44:63:7E:6C:8D,0,\N,eduroam,12,a,2,802.11ac,1495374890,1495375190,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,\N,\N,\N,\N,\N,\N,0,iPad,\N,0,0,0,CC44637E6C8D,10.50.245.48,-,1,0,0,0,\N
23641,190,98:5F:D3:3B:56:49,0,\N,eduroam,12,a,2,802.11ac,1495374890,1495375190,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,\N
23642,205,E4:FA:ED:32:E0:87,0,36,eduroam,12,a,2,802.11ac,1495374289,1495375491,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,Android,\N,0,0,0,E4FAED32E087,10.50.11.171,-,1,0,0,0,-46.65555556
23643,201,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495375491,1495375791,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23644,190,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495376092,1495376392,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23645,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495376692,1495376993,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-61
23646,190,98:5F:D3:3B:56:49,0,31,eduroam,12,a,2,802.11ac,1495377293,1495377594,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-65
23647,193,00:56:CD:35:AF:B8,889800,34,eduroam,12,a,2,802.11ac,1495372486,1495377894,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,1582,0,0,0056CD35AFB8,10.50.11.113,-,1,0,360900,528900,-54.70652856
23648,205,90:60:F1:52:AD:6D,0,\N,eduroam,12,g,1,802.11bgn,1495377894,1495378194,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,\N,\N,\N,\N,\N,\N,0,iPhone,\N,0,0,0,9060F152AD6D,\N,-,1,0,0,0,\N
23649,192,00:56:CD:35:AF:B8,0,26,eduroam,12,a,2,802.11ac,1495377894,1495378194,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,0,0,0,0056CD35AFB8,10.50.11.113,-,1,0,0,0,-59.13333333
23650,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495377894,1495378194,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-54
23651,190,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495378495,1495378795,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-55
23652,191,90:60:F1:52:AD:6D,0,19,eduroam,12,a,2,802.11ac,1495379096,1495379396,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,0,0,0,9060F152AD6D,10.50.87.20,-,1,0,0,0,-77
23653,190,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495379096,1495379396,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-55
23654,192,90:60:F1:52:AD:6D,0,19,eduroam,12,a,2,802.11ac,1495379396,1495379697,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,0,0,0,9060F152AD6D,10.50.87.20,-,1,0,0,0,-77
23655,190,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495379697,1495379997,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-62
23656,190,98:5F:D3:3B:56:49,0,35,eduroam,12,a,2,802.11ac,1495380298,1495380598,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-61
23657,203,7C:C3:A1:B1:23:ED,0,51,eduroam,12,a,2,802.11ac,1495374590,1495380899,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,,\N,0,0,0,7CC3A1B123ED,10.50.237.238,-,1,0,0,0,-44.1431746
23658,191,90:60:F1:52:AD:6D,49800,7,eduroam,12,a,2,802.11ac,1495379697,1495380899,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,443,0,0,9060F152AD6D,10.50.87.20,-,1,0,18900,30900,-88.12961686
23659,205,7C:C3:A1:B1:23:ED,0,52,eduroam,12,a,2,802.11ac,1495380899,1495381199,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,,\N,0,0,0,7CC3A1B123ED,10.50.237.238,-,1,0,0,0,-44
23660,190,98:5F:D3:3B:56:49,0,31,eduroam,12,a,2,802.11ac,1495380899,1495381199,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-58
23661,201,98:5F:D3:3B:56:49,0,33,eduroam,12,a,2,802.11ac,1495381499,1495381800,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-63
23662,194,88:63:DF:95:74:85,239100,47,tru,7,g,1,802.11bgn,1495372787,1495382100,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,OS X,\N,206,0,0,8863DF957485,10.20.150.214,-,1,0,3600,235500,-48.97436559
23663,190,98:5F:D3:3B:56:49,0,\N,eduroam,12,a,2,802.11ac,1495382100,1495382401,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,\N
23664,190,CC:44:63:7E:6C:8D,0,\N,eduroam,12,a,2,802.11ac,1495382401,1495382701,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPad,\N,0,0,0,CC44637E6C8D,10.50.245.48,-,1,0,0,0,\N
23665,201,98:5F:D3:3B:56:49,0,34,eduroam,12,a,2,802.11ac,1495382701,1495383002,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,Win 10,\N,0,0,0,985FD33B5649,\N,-,1,0,0,0,-62
23666,193,38:71:DE:6D:D5:6C,386700,29,eduroam,12,a,2,802.11ac,1495379096,1495383002,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,0,0,0,0,0,0,0,iPhone,\N,793,0,0,3871DE6DD56C,10.50.113.188,-,1,0,285900,100800,-61.60109091
23667,205,18:F6:43:95:F6:BA,0,8,eduroam,12,g,1,802.11bgn,1495383002,1495383302,0,\N,\N,\N,Not Authenticated,\N,4,0,0,0,0,0,0,0,0,0,,\N,0,0,0,18F64395F6BA,\N,-,1,0,0,0,-88
23668,192,38:71:DE:6D:D5:6C,0,0,eduroam,12,g,1,802.11bgn,1495383002,1495383302,0,\N,EAP-PEAP,\N,EAP (EAP-PEAP),\N,4,0,0,\N,\N,\N,\N,\N,\N,0,iPhone,\N,0,0,0,3871DE6DD56C,10.50.113.188,-,1,0,0,0,-96
